date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:31:52	29449/29449	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202019%2000:38:44%20GMT	http://www.techshore.com/assets/images/ad/2.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/ad/2.jpg	(from http://www.techshore.com/style.css)
01:31:52	89293/89293	U-----	200	untouched ('')	image/jpeg	date:Sat,%2004%20Jul%202020%2023:49:22%20GMT	http://www.techshore.com/assets/images/categories/plumb.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/categories/plumb.jpg	(from http://www.techshore.com/course-list.html)
01:31:53	144514/144514	U-----	200	untouched ('')	image/jpeg	date:Sat,%2004%20Jul%202020%2023:18:08%20GMT	http://www.techshore.com/assets/images/categories/survey.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/categories/survey.jpg	(from http://www.techshore.com/course-list.html)
01:31:53	96575/96575	U-----	200	untouched ('')	image/jpeg	date:Sat,%2004%20Jul%202020%2023:21:28%20GMT	http://www.techshore.com/assets/images/categories/constrct-mgmt.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/categories/constrct-mgmt.jpg	(from http://www.techshore.com/course-list.html)
01:31:53	62585/62585	U-----	200	untouched ('OK')	text/html	date:Tue,%2029%20Jun%202021%2007:34:06%20GMT	http://www.techshore.com/industrial_automation.html	D:/WEBSITE/techshore/www.techshore.com/industrial_automation.html	(from http://www.techshore.com/course-list.html)
01:31:53	121161/121161	U-----	200	untouched ('')	image/jpeg	date:Sat,%2004%20Jul%202020%2023:24:52%20GMT	http://www.techshore.com/assets/images/categories/inds-auto.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/categories/inds-auto.jpg	(from http://www.techshore.com/course-list.html)
01:31:53	55296/55296	U-----	200	untouched ('')	image/jpeg	date:Thu,%2025%20Jun%202020%2019:51:00%20GMT	http://www.techshore.com/assets/images/categories/instrumentation-h.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/categories/instrumentation-h.jpg	(from http://www.techshore.com/course-list.html)
01:31:54	61719/61719	U-----	200	untouched ('OK')	text/html	date:Tue,%2029%20Jun%202021%2007:34:29%20GMT	http://www.techshore.com/instrumentation.html	D:/WEBSITE/techshore/www.techshore.com/instrumentation.html	(from http://www.techshore.com/course-list.html)
01:31:54	34343/34343	U-----	200	untouched ('')	image/jpeg	date:Thu,%2025%20Jun%202020%2019:50:48%20GMT	http://www.techshore.com/assets/images/categories/electrical-h.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/categories/electrical-h.jpg	(from http://www.techshore.com/course-list.html)
01:31:54	64256/64256	U-----	200	untouched ('OK')	text/html	date:Sat,%2002%20Jul%202022%2005:16:31%20GMT	http://www.techshore.com/aviation_hospitality_management.html	D:/WEBSITE/techshore/www.techshore.com/aviation_hospitality_management.html	(from http://www.techshore.com/course-list.html)
